Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Tags,Lead Quality,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,A free copy of Mastering The Interview,Last Notable Activity,Lead_Score (%)
1.0,1,0,0,13.0,1659,4.33,5,12,0,3,4,0,0,0,0,0,0,0,14,2,4,5,1,1,14.3062524890482,16.3448825169255,0,4,96.78485
1.0,3,0,0,12.0,228,2.4,5,12,10,3,4,0,0,0,0,0,0,0,10,2,4,6,1,1,14.3062524890482,16.3448825169255,0,8,99.679726
1.0,7,0,0,5.0,332,2.5,12,12,17,6,4,0,0,0,0,0,0,0,19,0,3,3,1,1,14.3062524890482,16.3448825169255,0,12,99.99337
1.0,3,0,0,10.0,1192,5.0,5,12,1,3,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4,99.035126
1.0,1,0,0,3.0,1562,3.0,5,12,7,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,4,99.19331
0.0,3,1,0,3.0,170,1.5,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.795425
1.0,1,0,0,3.0,950,3.0,5,12,7,6,4,0,0,0,0,0,0,0,10,0,3,0,1,1,14.3062524890482,16.3448825169255,1,8,99.99969
0.0,1,0,0,3.0,1270,3.0,12,12,15,6,5,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.997375
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.96108
1.0,3,0,0,4.0,1337,4.0,8,12,18,3,4,0,0,0,0,0,0,0,19,2,3,0,1,1,14.3062524890482,16.3448825169255,0,7,99.69475
1.0,1,0,0,2.0,575,2.0,12,12,10,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12,81.042465
1.0,1,0,0,6.0,1218,3.0,5,12,10,6,4,0,0,0,0,0,0,0,19,2,4,1,1,1,14.3062524890482,16.3448825169255,1,4,90.4193
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,4,88.277855
1.0,3,1,0,6.0,652,3.0,14,12,7,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,14,87.9287
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,4,88.277855
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,4,94.93594
1.0,3,0,0,5.0,1673,5.0,12,12,7,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12,99.65623
0.0,6,0,0,0.0,0,0.0,12,12,1,6,4,0,0,0,0,0,0,0,19,1,3,2,1,1,14.3062524890482,16.3448825169255,0,12,99.989914
1.0,3,0,0,2.0,1122,2.0,12,12,11,3,4,0,0,0,0,0,0,0,19,2,3,2,1,1,14.3062524890482,16.3448825169255,0,12,99.97373
1.0,1,0,0,4.0,1402,2.0,12,12,1,6,4,0,0,0,0,0,0,0,19,2,4,1,1,1,14.3062524890482,16.3448825169255,1,12,98.99639
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,2,2,4,4,1,1,14.3062524890482,16.3448825169255,0,8,99.95876
2.0,10,0,0,0.0,0,0.0,12,12,1,6,4,0,0,0,0,0,0,0,19,0,3,5,1,1,14.3062524890482,16.3448825169255,0,12,73.51031
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,4,88.277855
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.96108
2.0,10,0,0,0.0,0,0.0,5,12,7,6,4,0,0,0,0,0,0,0,2,0,3,5,1,1,14.3062524890482,16.3448825169255,0,8,99.73551
2.0,14,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.99646
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,0,3,0,1,1,14.3062524890482,16.3448825169255,0,12,99.95367
2.0,14,0,0,5.0,467,2.5,12,12,15,6,4,0,0,0,0,0,0,0,2,2,4,4,1,1,15.0,15.0,0,8,99.95747
0.0,3,0,0,5.0,96,2.5,12,12,7,6,5,0,0,0,0,0,0,0,19,2,3,4,1,1,14.3062524890482,16.3448825169255,0,12,99.976845
0.0,3,0,0,3.0,1204,1.5,12,12,4,6,5,0,0,0,0,0,0,0,19,2,3,4,1,1,14.3062524890482,16.3448825169255,0,12,99.99989
1.0,3,0,0,7.0,875,1.75,3,12,13,1,4,0,0,0,0,0,0,0,10,0,3,0,1,0,13.0,20.0,1,2,99.31335
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,89.26925
1.0,3,0,0,3.0,1350,3.0,12,12,10,9,4,0,0,0,0,0,0,0,19,2,4,5,1,1,14.3062524890482,16.3448825169255,0,12,99.988594
1.0,1,0,0,2.0,857,2.0,12,12,10,6,5,0,0,0,0,0,0,0,19,2,4,5,1,1,14.3062524890482,16.3448825169255,1,12,99.63362
1.0,1,0,0,2.0,9,2.0,12,12,7,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12,98.586945
1.0,3,0,0,7.0,964,3.5,5,12,9,3,4,0,0,0,0,0,0,0,19,0,3,5,1,1,14.3062524890482,16.3448825169255,0,4,99.99937
1.0,3,0,0,5.0,1205,5.0,5,12,7,3,4,0,0,0,0,0,0,0,19,1,3,0,1,1,14.3062524890482,16.3448825169255,0,4,99.923035
0.0,3,0,0,3.0,1390,3.0,3,12,15,6,4,0,0,0,0,0,0,0,2,2,4,4,1,1,14.0,15.0,0,8,99.76131
0.0,6,0,0,0.0,0,0.0,12,12,7,6,5,0,0,0,0,0,0,0,19,2,3,4,1,1,14.3062524890482,16.3448825169255,0,12,99.99895
1.0,1,0,0,3.0,321,3.0,5,33,10,6,4,0,0,0,0,0,0,0,19,2,4,1,1,1,15.0,16.0,1,4,98.47196
1.0,1,0,0,3.0,1820,3.0,10,12,10,6,4,0,0,0,0,0,0,0,1,3,2,0,1,1,14.3062524890482,16.3448825169255,1,10,99.62642
1.0,3,0,0,3.0,924,3.0,5,12,10,3,5,0,0,0,0,0,0,0,19,1,2,0,1,1,14.3062524890482,16.3448825169255,0,4,99.99996
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.96108
2.0,10,0,0,6.0,1812,2.0,10,12,10,6,4,0,0,0,0,0,0,0,2,0,4,0,1,1,14.3062524890482,16.3448825169255,1,10,99.98253
1.0,1,0,0,11.0,1505,3.67,12,12,0,6,4,0,0,0,0,0,0,0,19,2,4,5,0,0,17.0,17.0,1,12,99.8139
1.0,3,0,0,8.0,787,4.0,12,12,12,4,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,99.95993
0.0,3,0,0,2.0,683,2.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.67949
1.0,1,0,0,6.0,1703,6.0,5,12,10,6,4,0,0,0,0,0,0,0,19,0,4,0,1,1,14.3062524890482,16.3448825169255,1,8,99.93993
1.0,1,0,0,2.0,964,2.0,5,12,8,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,4,81.64904
0.0,1,0,0,16.0,1482,1.23,10,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,10,99.413506
1.0,1,0,0,5.0,264,5.0,5,12,4,6,5,0,0,0,0,0,0,0,19,0,2,5,1,1,14.3062524890482,16.3448825169255,1,4,99.9747
1.0,3,0,0,6.0,1049,3.0,5,12,1,9,4,0,0,0,0,0,0,0,19,1,3,0,1,1,14.3062524890482,16.3448825169255,0,4,99.99411
0.0,3,0,0,3.0,1177,3.0,12,12,4,6,5,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.99895
1.0,3,0,0,5.0,140,5.0,12,12,3,3,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,94.42199
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.96108
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.99387
1.0,3,0,0,4.0,549,4.0,5,12,1,2,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4,84.59331
1.0,3,0,0,5.0,588,5.0,12,12,7,3,4,0,0,0,0,0,0,0,19,2,4,5,1,1,14.3062524890482,16.3448825169255,0,12,95.10656
2.0,10,0,0,0.0,0,0.0,5,12,5,6,4,0,0,0,0,0,0,0,2,1,3,0,1,0,15.0,17.0,0,8,99.99865
0.0,3,0,0,9.0,351,4.5,5,12,9,6,4,0,0,0,0,0,0,0,19,0,3,2,1,1,14.3062524890482,16.3448825169255,0,4,99.9792
1.0,3,0,0,6.0,1212,3.0,12,12,7,4,4,0,0,0,0,0,0,0,19,1,3,5,1,1,14.3062524890482,16.3448825169255,1,12,99.99994
2.0,10,0,0,0.0,0,0.0,5,12,7,6,4,0,0,0,0,0,0,0,19,1,2,0,1,1,14.3062524890482,16.3448825169255,0,4,99.97369
1.0,3,0,0,4.0,1387,4.0,12,12,12,8,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,99.8434
1.0,3,1,0,4.0,1674,4.0,14,12,4,3,5,0,0,0,0,0,0,0,19,1,3,0,1,1,14.3062524890482,16.3448825169255,0,14,99.99895
1.0,3,0,0,4.0,158,4.0,5,12,9,1,4,0,0,0,0,0,0,0,19,1,3,0,1,1,14.3062524890482,16.3448825169255,0,4,99.85637
0.0,6,1,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.983215
0.0,3,0,0,2.0,464,2.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,95.1046
0.0,6,0,0,0.0,0,0.0,12,12,10,6,4,0,0,0,0,0,0,0,1,3,4,4,1,1,14.3062524890482,16.3448825169255,0,12,98.14388
1.0,3,0,0,3.0,449,3.0,12,12,12,8,5,0,0,0,0,0,0,0,19,2,3,0,1,1,14.3062524890482,16.3448825169255,0,12,99.99991
1.0,1,0,0,4.0,929,4.0,12,12,8,6,4,0,0,0,0,0,0,0,19,2,4,3,1,1,14.3062524890482,16.3448825169255,1,12,98.554405
1.0,1,0,0,6.0,78,6.0,10,12,18,6,4,0,0,0,0,0,0,0,19,2,3,5,1,1,14.3062524890482,16.3448825169255,1,8,97.66825
1.0,1,0,0,2.0,688,2.0,12,12,12,6,5,0,0,0,0,0,0,0,19,2,3,3,1,1,14.3062524890482,16.3448825169255,0,12,99.98508
1.0,1,0,0,3.0,718,1.5,12,12,8,6,4,0,0,0,0,0,0,0,19,2,4,2,1,1,15.0,14.0,1,12,99.915016
1.0,1,0,0,7.0,1008,3.5,12,12,0,6,5,0,0,0,0,0,0,0,19,2,3,2,1,1,14.3062524890482,16.3448825169255,1,12,99.99969
1.0,1,0,0,3.0,700,3.0,12,12,3,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12,99.93388
1.0,1,0,0,8.0,489,8.0,12,12,4,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12,99.60704
1.0,3,0,0,4.0,765,4.0,12,12,4,3,5,0,0,0,0,0,0,0,19,2,3,2,1,1,14.3062524890482,16.3448825169255,0,12,99.99796
1.0,1,0,0,3.0,1643,3.0,12,12,8,6,4,0,0,0,0,0,0,0,10,3,4,0,1,1,14.3062524890482,16.3448825169255,1,8,99.968765
2.0,10,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,2,1,2,3,1,1,14.3062524890482,16.3448825169255,0,4,99.98944
0.0,3,0,0,6.0,151,1.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,0,1,16.0,15.0,0,12,99.982765
2.0,10,0,0,0.0,0,0.0,13,12,4,6,4,0,0,0,0,0,0,0,19,0,3,0,1,1,14.3062524890482,16.3448825169255,0,13,99.676956
1.0,1,0,0,3.0,835,3.0,5,12,7,6,5,0,0,0,0,0,0,0,19,1,2,1,1,1,14.3062524890482,16.3448825169255,1,4,99.99993
1.0,3,0,0,6.0,1400,2.0,12,12,4,2,4,0,0,0,0,0,0,0,19,2,4,2,1,1,14.3062524890482,16.3448825169255,0,12,99.40347
0.0,7,0,0,7.0,68,7.0,5,12,10,6,0,0,0,0,0,0,0,0,19,2,3,1,1,1,14.3062524890482,16.3448825169255,0,4,98.289536
1.0,3,0,0,3.0,1160,3.0,12,12,10,3,4,0,0,0,0,0,0,0,19,0,3,5,1,1,14.3062524890482,16.3448825169255,0,12,99.99957
1.0,3,0,0,4.0,395,4.0,12,12,9,6,4,0,0,0,0,0,0,0,19,2,4,1,1,1,14.3062524890482,16.3448825169255,1,12,95.179535
0.0,7,0,0,8.0,1138,2.0,12,12,4,6,4,0,0,0,0,0,0,0,19,1,0,5,1,1,14.3062524890482,16.3448825169255,0,12,99.99932
0.0,3,0,0,6.0,1352,2.0,12,12,1,6,4,0,0,0,0,0,0,0,19,0,3,5,1,1,14.3062524890482,16.3448825169255,0,12,99.99985
2.0,10,0,0,0.0,0,0.0,5,12,3,6,3,0,0,0,0,0,0,0,2,1,2,0,1,1,15.0,15.0,0,8,99.99963
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,89.26925
2.0,0,0,0,0.0,0,0.0,5,12,4,6,4,0,0,0,0,0,0,0,19,1,3,0,1,1,14.3062524890482,16.3448825169255,0,4,99.9569
0.0,7,0,0,2.0,1302,1.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,99.46315
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,0,4,4,1,0,15.0,17.0,0,12,99.98479
1.0,3,0,0,3.0,1039,1.5,12,12,12,6,4,0,0,0,0,0,0,0,1,3,4,0,1,1,14.3062524890482,16.3448825169255,1,12,95.55423
1.0,1,0,0,4.0,52,4.0,5,12,10,6,5,0,0,0,0,0,0,0,2,0,3,1,1,1,14.3062524890482,16.3448825169255,1,4,99.9601
2.0,0,0,0,2.0,928,2.0,10,12,7,6,4,0,0,0,0,0,0,0,19,2,3,0,1,1,14.3062524890482,16.3448825169255,0,10,99.84122
1.0,1,0,0,3.0,1552,3.0,5,12,11,6,4,0,0,0,0,0,0,0,14,2,4,6,1,1,14.3062524890482,16.3448825169255,1,4,97.21334
0.0,6,1,0,0.0,0,0.0,12,12,4,6,5,0,0,0,0,0,0,0,19,2,3,4,1,1,14.3062524890482,16.3448825169255,0,12,99.99884
1.0,3,0,0,3.0,304,3.0,12,12,12,9,5,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,99.99928
1.0,1,0,0,10.0,1619,3.33,10,12,7,6,4,0,0,0,0,0,0,0,2,0,3,0,1,1,14.3062524890482,16.3448825169255,1,10,99.99612
1.0,3,0,0,5.0,950,5.0,12,12,0,3,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,99.92362
1.0,7,1,0,19.0,1146,2.71,10,12,14,6,5,0,0,0,0,0,0,0,19,2,4,1,0,1,17.0,13.0,1,10,99.51265
2.0,10,0,0,3.4452378336812,1427,2.36281994946721,5,12,15,6,4,0,0,0,0,0,0,0,2,0,4,4,1,1,14.3062524890482,16.3448825169255,0,8,99.9972
1.0,7,0,0,8.0,1408,4.0,5,12,6,6,4,0,0,0,0,0,0,0,19,2,4,3,1,1,14.3062524890482,16.3448825169255,1,4,98.680756
2.0,10,0,0,0.0,0,0.0,12,12,4,6,4,0,0,0,0,0,0,0,19,0,3,5,1,1,14.3062524890482,16.3448825169255,0,12,99.321
0.0,1,0,0,12.0,942,12.0,12,12,17,6,4,0,0,0,0,0,0,0,2,0,1,5,1,1,15.0,16.0,0,8,99.958
1.0,3,0,0,5.0,1473,5.0,12,12,10,3,4,0,0,0,0,0,0,0,19,2,3,1,1,1,14.3062524890482,16.3448825169255,0,12,99.98701
1.0,3,0,0,4.0,888,4.0,12,12,4,3,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,99.31398
1.0,1,0,0,2.0,1282,2.0,5,12,7,6,4,0,0,0,0,0,0,0,19,0,3,5,1,1,14.3062524890482,16.3448825169255,1,4,99.99587
1.0,3,0,0,6.0,842,6.0,12,12,4,3,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,99.96785
0.0,3,0,0,2.0,1594,1.0,12,0,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,98.9541
1.0,1,0,0,6.0,1207,6.0,12,12,4,6,4,0,0,0,0,0,0,0,19,2,4,6,1,1,14.3062524890482,16.3448825169255,1,12,99.97241
0.0,7,0,0,4.0,299,4.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,91.21283
1.0,3,0,0,5.0,1351,2.5,9,12,7,6,4,0,0,0,0,0,0,0,10,2,4,3,1,1,15.0,16.0,1,9,99.984276
0.0,1,0,0,8.0,1011,8.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,99.437065
1.0,11,0,0,5.0,551,2.5,12,12,12,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12,98.4258
1.0,1,0,0,12.0,179,6.0,12,12,4,8,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12,98.22073
1.0,1,0,0,2.0,454,2.0,5,12,10,6,4,0,0,0,0,0,0,0,19,1,2,0,1,1,14.3062524890482,16.3448825169255,1,4,99.92743
1.0,1,0,0,9.0,1242,9.0,12,12,17,6,5,0,0,0,0,0,0,0,19,2,3,0,1,1,14.3062524890482,16.3448825169255,1,12,99.99998
1.0,1,0,0,8.0,718,2.0,12,12,11,6,4,0,0,0,0,0,0,0,2,0,3,0,1,0,15.0,19.0,1,8,99.89101
1.0,1,0,0,3.0,105,3.0,12,12,8,6,5,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12,99.926796
1.0,1,0,0,10.0,744,2.0,12,12,15,3,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,98.19564
1.0,3,0,0,5.0,1125,5.0,5,12,10,3,4,0,0,0,0,0,0,0,19,1,3,0,1,0,15.0,20.0,0,4,99.9811
0.0,3,0,0,2.0,1240,1.0,7,12,8,9,4,0,0,0,0,0,0,0,19,3,2,5,1,1,14.3062524890482,16.3448825169255,0,8,98.38516
0.0,3,0,0,4.0,1891,4.0,5,12,4,8,4,0,0,0,0,0,0,0,14,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4,95.19124
0.0,6,0,0,0.0,0,0.0,12,12,14,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.98892
1.0,1,0,0,2.0,1376,2.0,12,12,6,6,5,0,0,0,0,0,0,0,19,2,3,3,1,1,14.3062524890482,16.3448825169255,1,12,99.999535
1.0,3,0,0,6.0,373,6.0,12,12,4,3,4,0,0,0,0,0,0,0,1,3,4,0,1,1,14.3062524890482,16.3448825169255,0,12,96.825584
0.0,3,0,0,3.0,168,1.5,12,12,15,6,4,0,0,0,0,0,0,0,10,3,4,4,1,1,14.3062524890482,16.3448825169255,0,8,99.47673
1.0,1,0,0,9.0,476,3.0,12,12,2,6,4,0,0,0,0,0,0,0,19,2,4,0,1,0,13.0,18.0,1,12,99.08524
1.0,3,0,0,5.0,178,5.0,12,12,10,3,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,94.4314
1.0,3,0,0,4.0,1107,2.0,12,12,10,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12,99.66703
0.0,3,0,0,4.0,586,2.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,94.80895
1.0,3,0,0,3.0,1367,3.0,5,12,7,8,4,0,0,0,0,0,0,0,19,2,4,2,1,1,14.3062524890482,16.3448825169255,0,4,96.86566
2.0,10,0,0,0.0,0,0.0,5,12,10,6,3,0,0,0,0,0,0,0,19,1,3,0,1,1,14.3062524890482,16.3448825169255,0,4,99.978
1.0,1,0,0,2.0,1311,2.0,5,12,7,6,4,0,0,0,0,0,0,0,19,1,3,1,1,1,14.3062524890482,16.3448825169255,1,4,99.99021
1.0,3,0,0,5.0,920,5.0,12,12,9,3,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,98.37012
1.0,1,0,0,20.0,155,4.0,5,12,1,7,4,0,0,0,0,0,0,0,19,2,4,1,1,1,14.0,16.0,1,4,96.88557
2.0,10,0,1,0.0,0,0.0,9,12,5,6,4,0,0,0,0,0,0,0,2,2,3,0,0,0,16.0,17.0,0,8,99.99936
1.0,1,0,0,4.0,1333,2.0,12,12,11,6,4,0,0,0,0,0,0,0,19,2,3,0,1,1,14.3062524890482,16.3448825169255,1,12,99.993744
1.0,7,0,0,5.0,1042,1.67,5,12,11,2,5,0,0,0,0,0,0,0,19,2,3,0,1,1,14.3062524890482,16.3448825169255,0,4,99.95285
1.0,1,0,0,3.0,399,3.0,5,12,14,6,4,0,0,0,0,0,0,0,19,1,2,2,1,1,14.3062524890482,16.3448825169255,1,4,99.073586
0.0,6,0,0,0.0,0,0.0,9,12,0,6,4,0,0,0,0,0,0,0,19,2,3,5,1,1,14.3062524890482,16.3448825169255,0,8,93.57067
1.0,1,0,0,2.0,1412,2.0,5,12,4,6,4,0,0,0,0,0,0,0,19,1,4,3,1,1,14.3062524890482,16.3448825169255,1,4,99.02728
1.0,7,0,0,14.0,438,7.0,5,12,12,6,4,0,0,0,0,0,0,0,19,0,3,3,1,1,14.3062524890482,16.3448825169255,1,4,99.94549
1.0,1,0,0,2.0,172,2.0,5,12,1,6,4,0,0,0,0,0,0,0,19,0,3,0,1,1,14.3062524890482,16.3448825169255,1,4,99.98223
1.0,1,0,0,4.0,1246,4.0,12,12,8,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12,99.81102
1.0,3,0,0,8.0,190,4.0,12,12,8,3,4,0,0,0,0,0,0,0,1,3,2,0,1,1,14.3062524890482,16.3448825169255,0,12,99.57666
2.0,10,0,0,0.0,0,0.0,5,12,10,6,4,0,0,0,0,0,0,0,19,1,3,5,1,1,14.3062524890482,16.3448825169255,0,4,98.76833
0.0,7,0,0,5.0,1357,2.5,5,12,10,6,5,0,0,0,0,0,0,0,19,1,3,5,1,1,14.3062524890482,16.3448825169255,0,4,99.999466
0.0,6,0,0,0.0,0,0.0,5,12,11,6,5,0,0,0,0,0,0,0,19,2,2,0,1,1,14.3062524890482,16.3448825169255,0,4,99.75165
0.0,7,0,0,4.0,1966,2.0,9,12,15,6,4,0,0,0,0,0,0,0,18,1,2,0,1,1,14.3062524890482,16.3448825169255,0,8,98.58729
1.0,1,0,0,4.0,646,2.0,3,12,4,6,3,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,2,98.2441
2.0,10,0,0,0.0,0,0.0,5,12,1,6,4,0,0,0,0,0,0,0,19,0,3,0,1,1,14.3062524890482,16.3448825169255,0,4,99.90545
1.0,1,0,0,10.0,1669,2.5,5,12,3,6,4,0,0,0,0,0,0,0,2,2,3,1,0,1,16.0,15.0,1,4,99.9961
2.0,10,1,0,0.0,0,0.0,12,12,4,6,4,0,0,0,0,0,0,0,19,0,3,5,1,1,14.3062524890482,16.3448825169255,0,12,99.57222
2.0,10,0,0,0.0,0,0.0,12,12,7,6,4,0,0,0,0,0,0,0,19,0,3,0,1,1,14.3062524890482,16.3448825169255,0,12,99.98726
1.0,1,0,0,7.0,1029,7.0,5,12,10,8,4,0,0,0,0,0,0,0,19,1,2,1,1,1,14.3062524890482,16.3448825169255,0,4,99.997604
1.0,7,0,0,13.0,1469,2.17,12,12,5,2,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,99.45287
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,2,0,4,4,1,1,14.3062524890482,16.3448825169255,0,8,99.70309
2.0,10,0,0,0.0,0,0.0,5,12,4,6,4,0,0,0,0,0,0,0,19,0,3,0,1,1,14.3062524890482,16.3448825169255,0,4,99.941025
1.0,1,0,0,4.0,281,4.0,12,12,3,6,5,0,0,0,0,0,0,0,19,3,4,0,1,1,14.3062524890482,16.3448825169255,1,12,99.97508
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12,89.26925
1.0,3,0,0,6.0,865,6.0,5,12,11,8,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4,97.80807
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,0,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.96879
1.0,3,0,0,7.0,1201,7.0,12,12,10,3,4,0,0,0,0,0,0,0,19,3,4,5,1,1,14.3062524890482,16.3448825169255,0,12,98.478195
2.0,10,0,0,0.0,0,0.0,5,12,10,6,3,0,0,0,0,0,0,0,19,1,2,0,1,1,14.3062524890482,16.3448825169255,0,4,99.93514
2.0,3,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.99391
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12,99.99387
1.0,1,0,0,3.0,977,3.0,12,12,9,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12,98.99352
1.0,1,0,0,7.0,899,2.33,10,8,3,6,4,0,0,0,0,0,0,0,2,0,3,2,1,1,15.0,16.0,1,8,99.99824
